Open,High,Low,Close,Volume,Number of Trades,Date,Symbol,SMA_50,SMA_200,EMA_50,EMA_200
223.0022,233.8128,198.508,233.8128,10329.9,5219,2022-06-15,BNB,315.93468,,312.17701178936596,375.9147075719396
233.5401,237.0622,207.686,209.9951,2559.3,1727,2022-06-16,BNB,312.304482,,308.1698779937046,374.26376620306456
210.1738,221.7782,208.011,216.0294,1518.6,1013,2022-06-17,BNB,308.48445,,304.55652591552007,372.68929489756147
215.5742,219.053,183.9968,197.3184,6388.6,3353,2022-06-18,BNB,304.571684,,300.3511092129507,370.94431086873
197.14,216.7209,190.0388,215.1885,4460.8,2329,2022-06-19,BNB,301.32205600000003,,297.011399047737,369.39450180535954
215.123,219.4996,205.0,217.4886,1341.8,1087,2022-06-20,BNB,297.876454,,293.89285790861004,367.88300029485845
216.3513,228.0354,213.3263,220.176,2265.6,1711,2022-06-21,BNB,294.490772,,291.00200073572336,366.4132788988897
220.19,220.8229,211.0422,214.329,3843.7,3135,2022-06-22,BNB,291.099944,,287.995216393146,364.9000024919356
214.8209,230.1536,214.1243,228.986,3315.8,2909,2022-06-23,BNB,287.621972,,285.6811294757677,363.5476243576875
228.7221,243.2029,228.31,240.1706,2740.3,2262,2022-06-24,BNB,284.854148,,283.89640282965917,362.31999227452644
240.0806,241.8551,229.9836,239.9171,2139.6,2053,2022-06-25,BNB,282.06896200000006,,282.1717242873196,361.10205304791424
239.7687,245.0,233.248,233.9662,2481.3,1800,2022-06-26,BNB,279.43665799999997,,280.2813115701698,359.83701968425345
233.8475,240.8332,230.289,233.7243,2518.9,2194,2022-06-27,BNB,276.986116,,278.45554641055526,358.5821667520718
233.7431,242.5792,226.1238,227.0438,1969.4,1758,2022-06-28,BNB,275.597936,,276.43939949249426,357.27332728190197
226.7303,229.7479,215.9477,219.4854,2824.9,2395,2022-06-29,BNB,273.60522199999997,,274.205909316318,355.90230312984323
219.4538,220.1569,205.8676,219.1884,2242.2,2728,2022-06-30,BNB,272.559048,,272.04835993136436,354.5419657852677
219.705,226.6435,213.6842,216.6796,2581.6,2409,2022-07-01,BNB,271.51441600000004,,269.8770360124873,353.17020095158347
216.7808,219.7756,213.8774,218.1761,6007.8,2379,2022-07-02,BNB,270.065368,,267.8495483257231,351.8269760664931
218.2684,219.9452,214.1178,219.2581,1257.4,1321,2022-07-03,BNB,268.509146,,265.9440013325575,350.5078827722991
219.2267,232.0739,214.893,231.6459,1579.6,1420,2022-07-04,BNB,266.896048,,264.5989777508886,349.3251764760574
231.472,236.2385,223.0192,230.8805,1945.8,1738,2022-07-05,BNB,265.570258,,263.2766845057557,348.14662248127075
231.0873,239.9438,229.0252,238.5831,1843.1,1366,2022-07-06,BNB,264.22245399999997,,262.3083086427849,347.05643817797454
238.3807,243.5948,235.3465,241.6398,2406.5,1565,2022-07-07,BNB,263.304368,,261.4977788920874,346.0075164050594
241.3726,247.6108,237.0893,240.2706,1495.4,1410,2022-07-08,BNB,261.968828,,260.66534050416243,344.95540778411356
240.5934,244.9524,240.5934,243.5129,680.8,706,2022-07-09,BNB,260.79098999999997,,259.992695778509,343.946029597207
243.3963,243.4537,231.8543,234.8369,958.8,763,2022-07-10,BNB,259.239376,,259.00619398327336,342.86036661614025
234.2109,234.9879,225.2602,226.0314,986.7,871,2022-07-11,BNB,257.37519399999996,,257.71306480745875,341.69788933637767
225.4111,228.3852,220.3645,220.4077,1861.9,1419,2022-07-12,BNB,255.440916,,256.2501093248133,340.4910217807918
220.5705,230.9792,216.6787,230.4514,2540.6,1779,2022-07-13,BNB,253.48211600000002,,255.23839523364418,339.39610017103274
230.5428,240.0,227.3451,238.0363,1495.0,1334,2022-07-14,BNB,251.72916400000003,,254.56380326369737,338.3875449454503
238.6207,242.587,235.5219,238.6973,1824.8,1332,2022-07-15,BNB,250.443352,,253.94158744943473,337.39560220967473
238.6237,251.247,234.0336,249.6167,1916.6,1639,2022-07-16,BNB,249.41032000000004,,253.77198402004515,336.52218029714066
250.0074,255.6435,246.8199,247.9016,1662.2,1449,2022-07-17,BNB,248.21495,,253.54177288200415,335.64038347826363
247.8849,265.7167,247.8849,264.6188,2618.3,2355,2022-07-18,BNB,247.387762,,253.97616610231773,334.9337010555943
264.1737,274.7622,255.9909,268.7212,2109.2,2223,2022-07-19,BNB,246.324106,,254.55440272575626,334.27487019931976
269.0938,272.0924,256.7308,258.3507,1961.9,2028,2022-07-20,BNB,245.07481199999998,,254.7032771286678,333.519405819227
258.1632,265.927,250.8357,265.6163,1744.1,1587,2022-07-21,BNB,244.37553200000002,,255.1312388098965,332.84375302500587
265.5273,271.0687,261.495,262.7815,1819.2,1911,2022-07-22,BNB,243.463462,,255.43124905264565,332.14661617898594
262.6493,272.4283,252.8971,259.2138,1190.5,1186,2022-07-23,BNB,242.681316,,255.57958438391447,331.42091651551345
260.3439,265.9212,257.3648,261.6022,808.7,807,2022-07-24,BNB,241.888382,,255.81576538846684,330.7262029183442
261.3688,262.7095,244.4488,245.0114,1501.9,1233,2022-07-25,BNB,240.804536,,255.39206478499756,329.87331930721643
244.6605,249.608,239.7336,249.3994,1101.1,1128,2022-07-26,BNB,239.884972,,255.15705832284078,329.0725837917218
249.4976,272.0175,247.7316,272.0175,2028.7,1843,2022-07-27,BNB,239.518854,348.784453,255.81825211410194,328.5048715151873
271.7714,281.0533,263.8842,277.7316,2047.9,2099,2022-07-28,BNB,239.30379999999997,347.9797695,256.6775990900195,327.99966483344417
277.5527,301.8388,274.882,293.9501,3795.8,2886,2022-07-29,BNB,239.39276999999998,347.326232,258.1392657923717,327.6608631933104
293.5544,300.1564,285.153,287.7597,2642.3,2249,2022-07-30,BNB,239.421106,346.44726199999997,259.3008514475728,327.26383669387445
287.8789,296.7123,282.3804,283.7911,1617.9,1465,2022-07-31,BNB,239.69930200000002,345.4286115,260.2612533515896,326.8312721496568
283.3647,290.294,277.9413,283.5305,1305.9,1195,2022-08-01,BNB,240.27065,344.47055800000004,261.1737728279978,326.40041869543137
283.4165,290.8927,274.5963,283.5434,1533.0,1300,2022-08-02,BNB,241.483016,343.4374645,262.05101310925284,325.9739806984619
284.2882,304.9917,278.4572,297.8895,1326.8,1371,2022-08-03,BNB,242.979484,342.4540155,263.45644396771354,325.694533129323
297.5824,313.4709,297.4805,311.6005,4553.3,3006,2022-08-04,BNB,244.535238,341.5211395,265.3444461650581,325.5542939937079
312.2618,321.3275,308.4335,315.9,3520.4,2536,2022-08-05,BNB,246.65333599999997,340.723523,267.3270169036833,325.4582313669049
315.2611,322.8532,313.0147,315.189,2552.1,1758,2022-08-06,BNB,248.636528,339.942134,269.20395741726435,325.35604996026905
314.8732,326.128,308.2327,322.7503,2621.2,1984,2022-08-07,BNB,251.14516600000002,339.24679599999996,271.30381398913636,325.33012209996787
322.6247,333.7064,320.3548,324.7717,2814.2,2040,2022-08-08,BNB,253.33683000000002,338.6699235,273.40059383269966,325.32456566116224
324.9027,328.0941,312.7655,324.5236,1142.6,1051,2022-08-09,BNB,255.47753,338.371273,275.4054176039663,325.3165958535885
324.6676,336.4692,313.9197,328.7811,1684.7,1408,2022-08-10,BNB,257.649632,338.2224615,277.4985816194971,325.3510685316623
328.9809,334.559,322.261,323.9902,1333.5,1176,2022-08-11,BNB,259.842856,337.92233650000003,279.3217823403011,325.3375275512478
323.6322,327.6221,318.1333,327.5654,942.6,919,2022-08-12,BNB,261.814444,337.7037205,281.21368891519126,325.35969543631
328.2817,332.6422,322.9328,324.0401,998.8,1177,2022-08-13,BNB,263.49183400000004,337.3988645,282.8931560165563,325.3465651334612
324.0628,330.8204,315.8138,317.8446,1026.8,1235,2022-08-14,BNB,265.05038399999995,337.108871,284.26380087865215,325.27191871422275
316.3593,327.2962,313.7813,320.0895,1599.0,1499,2022-08-15,BNB,266.77285,336.75948850000003,285.6687302559599,325.2203523588574
319.298,322.3872,312.2765,316.2743,881.2,983,2022-08-16,BNB,268.42385,336.41259699999995,286.8689486772948,325.1313369125006
316.0451,323.8774,304.3243,306.8387,1148.6,1369,2022-08-17,BNB,270.019748,336.000991,287.65207618014597,324.94932062481405
306.8387,310.2476,296.3051,298.0,1777.0,1504,2022-08-18,BNB,271.59004,335.601791,288.0578771142579,324.6811681807861
298.1177,298.1177,276.7654,279.0884,1993.9,1873,2022-08-19,BNB,272.78804,335.121804,287.70613291369875,324.2275087959026
279.4411,289.0271,277.3147,283.5473,1567.3,1368,2022-08-20,BNB,274.125394,334.619161,287.54304142688704,323.82273059892844
